Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2000-01-03,13.939937591552734,13.939937591552734,13.611939372790562,13.611939372790562,332590
2000-01-04,14.251535415649414,15.042831993025475,14.021937446019132,14.923933714760736,1687100
2000-01-05,13.689837455749512,14.259734612254924,13.529938433595476,13.939936567946853,1598200
2000-01-06,13.800535202026367,13.939934610694051,13.554536981562714,13.775934754372585,850260
2000-01-07,13.804635047912598,14.021935100850655,13.296238288173011,13.296238288173011,851440
2000-01-10,13.603738784790039,14.718934256773906,13.529938992437058,14.177736822197929,1004340
2000-01-11,13.398736000061035,13.767734859678356,12.873938230168,13.652934345564972,1457840
2000-01-12,13.566837310791016,13.771836362592621,13.308538067595771,13.427437893005179,859520
2000-01-13,13.53813648223877,13.931734254747562,13.52993633314252,13.931734254747562,482760
2000-01-14,13.566837310791016,13.775935655460449,13.44793748538161,13.775935655460449,581520
2000-01-17,14.653335571289062,14.653335571289062,14.10803724376785,14.267936282960106,1374040
2000-01-18,13.587339401245117,14.653335605011613,13.493040007761358,14.653335605011613,2556520
2000-01-19,14.677934646606445,14.677934646606445,14.103938128504565,14.103938128504565,3498180
2000-01-20,14.645135879516602,15.15353276038484,14.431936632565122,15.15353276038484,2690980
2000-01-21,15.428230285644531,15.743929037842964,14.11213508127996,14.431934690686257,4723290
2000-01-24,16.445022583007812,16.66232105625327,15.825924631054866,16.301522322321283,4493660
2000-01-25,17.76112174987793,17.76112174987793,16.317927910302803,16.317927910302803,2902910
2000-01-26,17.76112174987793,17.76112174987793,17.76112174987793,17.76112174987793,0
2000-01-27,18.835311889648438,19.18381120822484,18.142415673307788,18.36791431237569,5635820
2000-01-28,18.687719345092773,19.105916147041448,18.36791967463564,18.859917844245867,4791650
2000-01-31,19.495410919189453,20.184207908028064,18.868114275933088,18.868114275933088,6373800
2000-02-01,19.757810592651367,20.007909718282967,19.269913349612224,19.35191329369094,3907790
2000-02-02,20.007909774780273,21.340403786760767,19.597911617247814,21.336304493353737,3438320
2000-02-03,18.527816772460938,20.499908536742357,18.408918491602197,20.00791041905676,2846870
2000-02-04,18.773815155029297,19.02391426999376,17.834919041612107,18.85581509561058,2657040
2000-02-07,20.229307174682617,20.278506510844423,18.85991340003255,19.26991151742456,3890350
2000-02-08,20.561405181884766,20.8115027071785,19.688108797700913,20.499904841752063,3052080
2000-02-09,20.704906463623047,21.401903627677484,20.180109334932087,20.909905537520306,3172330
2000-02-10,20.64340591430664,21.483903360294747,20.35640846486746,20.49990718958705,2100860
2000-02-11,19.032108306884766,21.237898204740148,18.995209984663305,20.91810023334024,2648230
2000-02-14,19.1428165435791,19.269916556252326,18.052221328700906,19.269916556252326,2525440
2000-02-15,18.66311264038086,19.26990960625738,18.45811360201642,19.187909678107893,1940870
2000-02-16,20.159605026245117,20.159605026245117,18.859911851551868,20.081705953383217,706000
2000-02-17,20.53270721435547,21.131304112091897,20.348207742034308,21.131304112091897,2341600
2000-02-18,19.89310646057129,20.745901629301642,19.597907350924604,20.581903340401215,1187770
2000-02-21,19.36421012878418,20.335905190541904,19.278110902910925,19.946408245681372,1104720
2000-02-22,17.839017868041992,19.6799101516454,17.818518274437775,19.35601125503507,1748060
2000-02-23,17.99481773376465,19.261712022130446,17.834918712789534,18.531915848851728,1345080
2000-02-24,18.61391830444336,18.859916590890872,17.670921223683646,18.203920117684863,878920
2000-02-25,18.61391830444336,19.18791482749388,18.203920117684863,18.85581729719163,1265320
2000-02-28,18.659015655517578,18.859915442969687,18.03991911936231,18.847615998601615,857210
2000-02-29,17.77751922607422,19.597910366272178,17.178922329651044,18.6959141644733,2586880
2000-03-01,19.20020866394043,19.20020866394043,17.87591363909532,17.87591363909532,320940
2000-03-02,20.737703323364258,20.737703323364258,20.499903689833296,20.499903689833296,399360
2000-03-03,22.3981990814209,22.3981990814209,22.3981990814209,22.3981990814209,642940
2000-03-06,21.81599998474121,24.189889517877027,20.90990449850387,24.185790224771054,2036410
2000-03-07,21.172304153442383,21.967701563073405,20.909905588457686,21.729901886044264,1624120
2000-03-08,22.307998657226562,22.86969566914708,21.48390308686197,21.7299013443986,2004770
2000-03-09,22.107097625732422,22.95989445626554,20.581905700384635,22.15219766865736,1339790
2000-03-10,20.84020233154297,21.56589752805818,20.340004193272414,21.42239883135031,1468330
2000-03-13,22.135799407958984,22.508897638323027,20.49990620465896,20.49990620465896,2079820
2000-03-14,21.762699127197266,22.959892786025385,20.991902288598354,22.590893883499692,1782020
2000-03-15,21.307598114013672,22.13989361421014,20.253903302310697,22.13989361421014,827860
2000-03-16,21.06980323791504,21.48390221695757,20.914003513640314,21.48390221695757,1324640
2000-03-17,21.06980323791504,21.06980323791504,21.06980323791504,21.06980323791504,0
2000-03-20,21.06980323791504,21.06980323791504,21.06980323791504,21.06980323791504,0
2000-03-21,20.975502014160156,21.319900468911,20.22930562286976,21.319900468911,1601110
2000-03-22,21.414203643798828,21.72990241371813,20.832007009103734,21.29940465983503,761300
2000-03-23,22.992698669433594,23.12799725545139,21.176406608151936,21.176406608151936,2538440
2000-03-24,22.418697357177734,22.775395284137076,21.688901203072277,22.55809678072786,1171540
2000-03-27,22.279298782348633,22.795895745761765,21.832400751356364,22.54989748966385,611310
2000-03-28,22.5580997467041,22.83689863046129,21.980002383270296,22.016902281532836,983640
2000-03-29,21.762699127197266,23.611789804475062,21.569999526542894,22.63189463045731,984800
2000-03-30,21.529001235961914,21.81190094818225,20.581906551450377,21.032903871311227,953680
2000-03-31,21.090301513671875,21.319901010679743,20.66390468211243,20.74590305016938,743600
2000-04-03,20.266210556030273,22.385900437059178,19.692212467277386,21.315806480257084,1685880
