Price,Close,High,Low,Open,Volume
Ticker,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS,TATASTEEL.NS
Date,,,,,
2000-01-03,1.9377933740615845,1.9473265826315247,1.857078486201417,1.8812293244268958,35678775
2000-01-04,1.9168201684951782,1.944784375001497,1.8183097042020668,1.9079225940070692,27698564
2000-01-05,1.9899088144302368,2.0706237095193143,1.8380122336758258,1.8380122336758258,68399389
2000-01-06,2.1386265754699707,2.149431047828271,2.0204143083775725,2.0204143083775725,45604218
2000-01-07,2.1856577396392822,2.2752704039158966,2.113840654244747,2.204088736111932,64862245
2000-01-10,2.3165810108184814,2.3502654846213793,2.2110798821011675,2.2110798821011675,82679734
2000-01-11,2.131635904312134,2.2879812254369765,2.131635904312134,2.275270283401425,30385036
2000-01-12,2.1011297702789307,2.1862934342619567,2.0229569954363313,2.097316185088302,41637507
2000-01-13,2.023592710494995,2.1608716498545917,1.9835529748675804,2.134178708677804,28226963
2000-01-14,2.0172367095947266,2.057912068176743,1.9829170377222247,2.0464719616444764,27459807
2000-01-17,2.12019681930542,2.1786673476234006,2.073166186350009,2.0966813948736203,59244274
2000-01-18,2.196462869644165,2.2371382479114112,2.0750728004098358,2.121468018803286,62638289
2000-01-19,2.1970980167388916,2.2625596422642387,2.173582595875321,2.249848697325295,46612607
2000-01-20,2.0731661319732666,2.275271088683144,2.0426596012011062,2.173582868684125,147077200
2000-01-21,2.064267873764038,2.0941389831341177,2.022321668921281,2.0680814595335932,49780760
2000-01-24,1.9212696552276611,2.0833351147999752,1.906652021039715,2.0833351147999752,43574830
2000-01-25,1.8869497776031494,1.957495838190162,1.8685187742640819,1.9066518325050017,53971979
2000-01-26,1.8869497776031494,1.8869497776031494,1.8869497776031494,1.8869497776031494,0
2000-01-27,1.885042667388916,1.951139917082187,1.8748738265271627,1.9244465478889914,26117052
2000-01-28,1.836741328239441,1.9193626990529191,1.8208524286956191,1.8812296424192119,35562060
2000-01-31,1.7712793350219727,1.830385492509919,1.761746017648832,1.8189458139335906,22607247
2000-02-01,1.7858970165252686,1.8138613340878953,1.761745961016868,1.7681016496667703,31135985
2000-02-02,1.7928879261016846,1.8462741352001568,1.7795414547926294,1.826572299035722,24517675
2000-02-03,1.7795411348342896,1.8583493289551232,1.7738211887433923,1.8036921862577329,58332652
2000-02-04,1.7808127403259277,1.8049635818949918,1.7668305264277129,1.8036926383787497,29466753
2000-02-07,1.766830325126648,1.790345638281365,1.757297008368946,1.779541378152224,16559674
2000-02-08,1.7935231924057007,1.8240297128965144,1.7553901497462387,1.7604745698280408,47686611
2000-02-09,1.8354696035385132,1.909829013062328,1.818945506219134,1.8481805472802517,50720220
2000-02-10,1.803056001663208,1.849451300472487,1.7935229044599406,1.849451300472487,19483033
2000-02-11,1.7820836305618286,1.8297499995603472,1.7763636835546595,1.8278433145732635,20478990
2000-02-14,1.7115375995635986,1.7858971320404207,1.6784889664423843,1.7668304966737776,18048444
2000-02-15,1.6746752262115479,1.7414079991337983,1.6556087042403251,1.6969195918063567,32393140
2000-02-16,1.7204352617263794,1.7541194180307993,1.7096310013633327,1.7261552087232024,14320383
2000-02-17,1.7267909049987793,1.7496708046309686,1.7045468550079224,1.7286975902899864,13636351
2000-02-18,1.6931060552597046,1.7350524642220202,1.6842083746738385,1.7280613600769517,11543128
2000-02-21,1.6924711465835571,1.7636528331200336,1.6778534074858658,1.7032754075477254,20764020
2000-02-22,1.6683199405670166,1.7191639361368545,1.65751568057054,1.7077241504854224,18055782
2000-02-23,1.6365426778793335,1.7286973579869496,1.6270093606584877,1.722341993096526,12973549
2000-02-24,1.6384490728378296,1.6931065470519153,1.5920539720373899,1.6689554922462388,13982936
2000-02-25,1.6333650350570679,1.6905647333128095,1.6206539790053358,1.640991668688107,12145622
2000-02-28,1.6619641780853271,1.6746751199569543,1.6155687652560606,1.642262023867012,9731676
2000-02-29,1.532312273979187,1.726790573908273,1.5291343218310427,1.6905643159999608,27910212
2000-03-01,1.471299409866333,1.6123915009681151,1.4102865728667227,1.5634541910116853,61787065
2000-03-02,1.4655791521072388,1.5895116109080833,1.4376149459603873,1.5507430376653024,80792300
2000-03-03,1.353087067604065,1.429988595631071,1.3486381715895541,1.429988595631071,22578892
2000-03-06,1.307327389717102,1.4299886064105367,1.2869898105419377,1.3842290262778942,26048319
2000-03-07,1.2348744869232178,1.321944840040402,1.226612222369472,1.3143183169899815,35483281
2000-03-08,1.1586084365844727,1.2634741482846252,1.1503460645341748,1.2634741482846252,24216224
2000-03-09,1.220892310142517,1.2393232006412895,1.156701848249197,1.1662350563050377,24864616
2000-03-10,1.1681418418884277,1.232968056887115,1.1516176332296078,1.2202571105412399,14866166
2000-03-13,1.148439645767212,1.206274525370223,1.1325507503976076,1.1859369508870992,18245737
2000-03-14,1.2405943870544434,1.2405943870544434,1.1344574063958908,1.1681415571371918,23870191
2000-03-15,1.3403756618499756,1.3403756618499756,1.2838118356277415,1.3340202982672555,25957608
